X,Y,FID,ID,Year,Reported_D,Reported_T,Reported_W,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Of,Bicycle_St,Bicycle_Va,Bicycle_Ma,Bicycle_Mo,Bicycle_Ty,Bicycle_Fr,Bicycle_Co,Bicycle_Sp,Ottawa_Nei,Ottawa_N_1,Ottawa_N_2,Census_Tra,Census_T_1,X_Coordina,Y_Coordina
-8427132.70075813,5686348.65825114,4677,5698,2019,2019/10/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1500,ECLIPSE,AJAX SLX C4,MOUNTAIN,MEN'S,RED WHITE,28,Centretown,Sector 23,Central,5050040,40,367245.7041,5030349.5671
-8447910.1680415,5667084.37290684,4678,4591,2019,2019/05/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/05/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,250,NAKAMURA,ROYAL M,HYBRID,MEN'S,BLACK,0,Laurentian,Sector 14,West,5050162.02,162.02,352738.614,5016706.446
-8421816.17954354,5686305.81161725,4679,5180,2019,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/07/20 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,178,HUFFY,54866C,MOUNTAIN,MEN'S,DARK GREEN,21,Centretown,Sector 23,Central,5050011.04,11.04,370984.323,5030357.72
-8425752.1518787,5687443.59209468,4680,4889,2019,2019/10/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,GIANT,MOMENTUM,HYBRID,WOMEN'S,BLACK,0,Westboro,Sector 21,Central,5050037,37,368208.7071,5031126.574
-8424939.63036057,5684801.19769098,4681,5373,2019,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,OPEN AREAS,THEFT <BICYCLE,STOLEN,1200,SCOTT,ASPECT,MOUNTAIN,MEN'S,GREEN,28,Glebe - Dows Lake,Sector 22,Central,5050018,18,368798.7781,5029280.4627
-8426936.99967293,5681425.81519708,4682,4893,2019,2019/10/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/07 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,400,CCM,CROSS SPORT,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050020.01,20.01,367417.5989,5026899.9641
-8419928.37545573,5692164.79565774,4683,5374,2019,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,HOSPITAL,THEFT <BICYCLE,STOLEN,336,DIADORA,CORSO,MOUNTAIN,MEN'S,GREEN,21,Wateridge Village,Sector 32,East,5050062.02,62.02,372267.714,5034476.597
-8447910.1680415,5667084.37290684,4684,5609,2019,2019/05/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/05/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,250,CCM,N/A,MOUNTAIN,MEN'S,RED,18,Sandy Hill,Sector 24,Central,5050162.02,162.02,352738.614,5016706.446
-8424704.08551123,5689104.20542558,4685,5320,2019,2019/10/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,450,GIANT,CYPRESS,HYBRID,WOMEN'S,GRAY,12,Sandy Hill,Sector 24,Central,5050051,51,368933.7071,5032297.583
-8426255.81571141,5687285.98124687,4686,5701,2019,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/06/21 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,LOST,1500,TREK,N/A,REGULAR,WOMEN'S,SILK,21,Kanata Lakes - Arcardia,Sector 13,West,5050037,37,367855.706,5031012.5729
-8425711.94785654,5688756.19793383,4687,5777,2019,2019/05/16 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/05/15 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PARKING LOTS,THEFT <BICYCLE,STOLEN,N/A,SOLOROCK,PACE 3.0,OTHER,UNISEX,YELLOW,3,Glen Cairn - Kanata South Business Park,Sector 13,West,5050054,54,368227.7049,5032046.5819
-8432290.44072655,5684111.42459555,4688,5670,2019,2019/10/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,RECOVERED,1200,GIANT,RAPID,HYBRID,MEN'S,RED,27,Carleton University,Sector 22,Central,5050045,45,363633.6921,5028746.554
-8407488.51393981,5697393.75662912,4689,5772,2019,2019/08/12 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,250,NORC,QUEST,HYBRID,MEN'S,TRQ,18,Convent Glen - Orléans Woods,Sector 31,East,5050124.02,124.02,380964.7381,5038237.5951
-8433229.14190698,5681452.89816628,4690,4639,2019,2019/05/15 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/05/13 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,50,NORCO,N/A,MOUNTAIN,CHILD'S,BLACK,0,Laurentian,Sector 14,West,5050032.02,32.02,362990.689,5026876.5381
-8433519.28774908,5682208.61232156,4691,4887,2019,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,RECOVERED,500,SCHWINN,N/A,MOUNTAIN,MEN'S,BLACK,24,Overbrook - McArthur,Sector 25,Central,5050032.02,32.02,362781.6879,5027404.5419
-8425104.13667267,5684751.71137578,4692,4457,2019,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Sunday,BAR OR RESTAURANT,THEFT <BICYCLE,STOLEN,200,DEVINCI,N/A,MOUNTAIN,MEN'S, ORANGE,21,Glebe - Dows Lake,Sector 22,Central,5050018,18,368683.4376,5029244.6013
-8427018.37077866,5686979.66363511,4693,4486,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,N/A,RALEIGH,N/A,REGULAR,MEN'S, WHITE,21,Island Park - Wellington Village,Sector 21,Central,5050040,40,367321.7041,5030792.571
-8432554.76320209,5682134.05092099,4694,4888,2019,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/10/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,200,TREK,FX 1,HYBRID,UNISEX,BLACK,7,Sandy Hill,Sector 24,Central,5050033.01,33.01,363460.691,5027358.5419
-8425650.41984038,5687165.78582301,4695,4798,2019,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,850,CANNONDALE,QUICK 5 DISC,REGULAR,MEN'S,BLACK,0,Glebe - Dows Lake,Sector 22,Central,5050037,37,368282.194,5030932.623
-8424034.93043747,5688599.2073138,4696,5104,2019,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,100,THE ROCK,N/A,MOUNTAIN,MEN'S,BLUE,0,Old Ottawa East,Sector 22,Central,5050052,52,369407.7101,5031948.5789
-8426054.52044734,5686350.57590657,4697,5477,2019,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050038,38,368003.8114,5030358.4746
-8423817.00734356,5687099.88271149,4698,5319,2019,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/10/05 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1300,SPECIALIZED,2018 SIRRUS ELI,HYBRID,WOMEN'S,GRAY,0,Laurentian,Sector 14,West,5050015,15,369571.7129,5030899.5701
-8425104.13667267,5684751.71137578,4699,5546,2019,2019/08/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Sunday,BAR OR RESTAURANT,THEFT <BICYCLE,STOLEN,370,SCHWINN,SCH 700C GRID,HYBRID,WOMEN'S,PURPLE,18,Centretown,Sector 23,Central,5050018,18,368683.4376,5029244.6013
-8420206.45694955,5689306.8650452,4700,5414,2019,2019/10/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,BAR OR RESTAURANT,THEFT <BICYCLE,RECOVERED,2000,NORCO,RANGE,MOUNTAIN,MEN'S,LIGHT GREEN,9,Laurentian,Sector 14,West,5050012,12,372093.7189,5032472.5789
-8424943.56741643,5683859.82078367,4701,4797,2019,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,915,GHOST,SQUARE TREKKING,HYBRID,MEN'S,BLACK,27,Old Ottawa South,Sector 22,Central,5050016,16,368802.7129,5028620.551
-8425392.37421277,5688485.16341314,4702,5318,2019,2019/10/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/10/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,1000,SPECIALIZED,SIRRUS,HYBRID,MEN'S,GRAY,18,Sandy Hill,Sector 24,Central,5050050,50,368454.2729,5031858.951
-8427522.16246888,5666804.11994524,4703,4963,2019,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,SCHWINN,N/A,OTHER,WOMEN'S,BLACK BLUE,0,Rideau Crest - Davidson Heights,Sector 16,West,5050141.08,141.08,367107.0901,5016634.8411
-8425770.7579744,5688849.5675432,4704,5669,2019,2019/10/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,SPECIALIZED,N/A,HYBRID,UNISEX,RED,0,Sandy Hill,Sector 24,Central,5050054,54,368185.7049,5032111.583
-8427468.92364819,5667098.08989498,4705,5567,2019,2019/08/10 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,100,UNKNOWN,N/A,MOUNTAIN,MEN'S,PURPLE,0,Rideau Crest - Davidson Heights,Sector 16,West,5050141.08,141.08,367142.571,5016841.6729
-8425313.20086848,5690344.18066201,4706,4885,2019,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/10/01 00:00:00+00,1899/12/30 00:00:00+00,Sunday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,900,MARIN,SAN RAPHAEL DS,HYBRID,MEN'S,BLACK,21,Lowertown,Sector 24,Central,5050056,56,368496.746,5033161.9101
-8423817.00734356,5687099.88271149,4707,4456,2019,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,TREK,N/A,MOUNTAIN,MEN'S, ORANGE,18,Old Ottawa East,Sector 22,Central,5050015,15,369571.7129,5030899.5701
-8425134.5874857,5688289.58652662,4708,4886,2019,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OPEN AREAS,THEFT <BICYCLE,STOLEN,800,TREK,FX 2 DISC,HYBRID,UNISEX,BLACK,8,Sandy Hill,Sector 24,Central,5050050,50,368636.8819,5031723.7529
-8418051.52450726,5679476.63302846,4709,4530,2019,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARKING LOTS,THEFT <BICYCLE,STOLEN,500,CCM,UNKNOWN,MOUNTAIN,MEN'S, WHITE,21,Centretown,Sector 23,Central,5050001.07,1.07,373683.7614,5025598.2404
-8424973.11031738,5688246.30364339,4710,5317,2019,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2019/10/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,1100,TREK,N/A,RACER,WOMEN'S,GRAY,0,Sandy Hill,Sector 24,Central,5050050,50,368750.7079,5031694.5781
-8426550.52113499,5687257.54281911,4711,4575,2019,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Friday,OPEN AREAS,THEFT <BICYCLE,STOLEN,N/A,SCHWINN,N/A,HYBRID,WOMEN'S, WHITE LIGHT GREEN,21,Lowertown,Sector 24,Central,5050038,38,367648.7049,5030990.5729
-8415107.64362688,5692225.81659205,4712,4884,2019,2019/10/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,360,CCM,HARDLINE,MOUNTAIN,CHILD'S,BLACK,21,Centretown,Sector 23,Central,5050121.01,121.01,375654.7271,5034556.5871
-8425103.34689477,5689395.70278235,4713,5282,2019,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,800,BRODIE,RONIN,HYBRID,MEN'S,GRAY,27,Greenboro East,Sector 35,East,5050053,53,368650.9811,5032498.951
-8430442.45064391,5684071.09431115,4714,4926,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,300,KONA,LANA'I,MOUNTAIN,MEN'S,BLACK,12,Centretown,Sector 23,Central,5050044,44,364933.697,5028730.554
-8427956.07316543,5686299.73814626,4715,5103,2019,2019/10/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/09/20 00:00:00+00,1899/12/30 00:00:00+00,Saturday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,340,NORCO,PINNACLE 2009,MOUNTAIN,WOMEN'S,BLUE,21,Beacon Hill South - Cardinal Heights,Sector 32,East,5050041,41,366667.0879,5030309.5682
-8430442.45064391,5684071.09431115,4716,4992,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,80,CCM,N/A,MOUNTAIN,MEN'S,BLUE,18,Centretown,Sector 23,Central,5050044,44,364933.697,5028730.554
-8426598.08945323,5688338.36462263,4717,5667,2019,2019/10/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,300,SEKINE,N/A,TOURING,WOMEN'S,RED,3,Beacon Hill South - Cardinal Heights,Sector 32,East,5050048,48,367607.7041,5031747.58
-8426977.2373353,5687973.9362072,4718,5015,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/13 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,130,DEVINCI,WELLINGTON,HYBRID,WOMEN'S,BLUE,24,Island Park - Wellington Village,Sector 21,Central,5050048,48,367343.703,5031489.5781
-8415587.01643506,5691934.40745033,4719,5668,2019,2019/10/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2019/09/30 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,200,INFINITY,GRAVITY,MOUNTAIN,UNISEX,RED,30,West Centretown,Sector 22,Central,5050121.01,121.01,375320.166,5034348.7049
-8426255.81571141,5687285.98124687,4720,4882,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,460,JAMIS,SPUTNIK,RACER,UNISEX,BLACK,1,Laurentian,Sector 14,West,5050037,37,367855.706,5031012.5729
-8434607.90059674,5663858.4378887,4721,5217,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/13 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,300,GT PERFORMER,BMX FREESTYLE 2,BMX,MEN'S,GRAY,0,Old Barrhaven West,Sector 16,West,5050140.04,140.04,362132.674,5014518.4271
-8430014.41706393,5685416.60407401,4722,4883,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,GT,TRANSEO SPORT 7,HYBRID,MEN'S,BLACK,21,Byward Market,Sector 24,Central,5050046,46,365225.697,5029676.563
-8425725.24409958,5689557.07852278,4723,5315,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1000,KONA,MAHUNA,MOUNTAIN,MEN'S,GRAY,21,Centretown,Sector 23,Central,5050056,56,368212.7041,5032607.5871
-8431223.82595645,5661261.01048969,4724,5316,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARK,THEFT <BICYCLE,STOLEN,450,NORTHROCK,XCM,MOUNTAIN,MEN'S,GRAY,21,Hintonburg - Mechanicsville,Sector 21,Central,5050141.15,141.15,364535.3581,5012715.369
-8430442.45064391,5684071.09431115,4725,5350,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,2000,SCOTT,SCALE,MOUNTAIN,MEN'S,GREEN,27,Centretown,Sector 23,Central,5050044,44,364933.697,5028730.554
-8433731.93667512,5682427.3675758,4726,5413,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/09/22 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,300,VELO SPORT,PRESTIGE,TOURING,MEN'S,LIGHT GREEN,1,Stonebridge - Half Moon Bay - Heart's Desire,Sector 16,West,5050032.02,32.02,362630.6879,5027556.5441
-8422099.61663587,5690705.93655461,4727,5754,2019,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/10/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,550,GT,TRANSEO 6.0,HYBRID,WOMEN'S,SILK,21,Vanier South,Sector 25,Central,5050102,102,370752.711,5033438.591
-8426936.99967293,5681425.81519708,4728,5283,2019,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,2019/08/09 00:00:00+00,1899/12/30 00:00:00+00,Friday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,399,NORTH ROCK,N/A,HYBRID,MEN'S,GRAY,21,Carleton University,Sector 22,Central,5050020.01,20.01,367417.5989,5026899.9641
-8425097.92197442,5686734.85839983,4729,4880,2019,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,450,DIADORA,MODENA 700C HYB,HYBRID,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050037,37,368673.7101,5030634.569
-8445614.6745,5668087.59369546,4730,4529,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/07 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,700,KUNSTADT,12 SPEED,HYBRID,WOMEN'S, WHITE,12,Overbrook - McArthur,Sector 25,Central,5050161.03,161.03,354350.6271,5017423.451
-8426654.35724217,5685968.61669092,4731,4793,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,0,Braemar Park - Bel Air Heights - Copeland Park,Sector 15,West,5050039,39,367584.706,5030086.5649
-8425171.30979683,5684605.0782605,4732,4794,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/07 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,500,NORCO,VFR 4,HYBRID,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050018,18,368637.2381,5029141.3399
-8429834.68464022,5685051.43422485,4733,4881,2019,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/10/01 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,700,ROCKY MOUNTAIN,FUSION,HYBRID,MEN'S,BLACK,20,Braemar Park - Bel Air Heights - Copeland Park,Sector 17,West,5050043,43,365354.5493,5029421.8267
-8423817.00734356,5687099.88271149,4734,4795,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/07 00:00:00+00,1899/12/30 00:00:00+00,Thursday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,1200,ROCKY MOUNTAIN,N/A,RACER,MEN'S,BLACK,0,Glebe - Dows Lake,Sector 22,Central,5050015,15,369571.7129,5030899.5701
-8417144.12719198,5689602.34962334,4735,5158,2019,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,SUBWAY / SUBWAY STATION,THEFT <BICYCLE,STOLEN,3500,NORCO,FLUID2,MOUNTAIN,MEN'S,BROWN,18,Carson Grove - Carson Meadows,Sector 32,East,5050122.03,122.03,374243.9972,5032702.976
-8420444.82924773,5689901.80154564,4736,4796,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,700,GIANT,ESCAPE 2,HYBRID,MEN'S,BLACK,0,Centrepointe,Sector 15,West,5050012,12,371921.717,5032887.583
-8432404.78987723,5677927.62658587,4737,5461,2019,2019/10/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Thursday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,750,NORCO,SASQUATCH,MOUNTAIN,MEN'S,N/A,0,Hintonburg - Mechanicsville,Sector 21,Central,5050023.01,23.01,363593.6921,5024409.5159
-8420444.82924773,5689901.80154564,4738,5004,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,750,GIANT,N/A,HYBRID,MEN'S,BLUE,0,Old Ottawa East,Sector 22,Central,5050012,12,371921.717,5032887.583
-8426905.51523528,5687316.74766523,4739,5717,2019,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2019/05/14 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,50,NORTHLAND (COST,GENETIX,MOUNTAIN,MEN'S,SILK,21,Island Park - Wellington Village,Sector 21,Central,5050040,40,367398.7041,5031029.574
-8425285.64116697,5688552.22111341,4740,4426,2019,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,700,GIANT (LIV),TEMPT3,MOUNTAIN,WOMEN'S, LIGHT BLUE,0,Lindenlea - New Edinburgh,Sector 25,Central,5050050,50,368528.8285,5031906.6944
-8433896.34205608,5677030.54447083,4741,5069,2019,2019/08/08 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2019/08/07 00:00:00+00,1899/12/30 00:00:00+00,Thursday,TRANSIT BUS / BUS SHELTER,THEFT <BICYCLE,STOLEN,160,NAKAMURA,MONSTER 5 MEN'S,MOUNTAIN,MEN'S,BLUE,21,Bridlewood - Emerald Meadows,Sector 13,West,5050026,26,362549.686,5023770.5099
-8424824.19164253,5690323.84970426,4742,4386,2019,2019/05/13 00:00:00+00,1899/12/30 00:00:00+00,Monday,2019/05/13 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,450,SCHWINN,N/A,HYBRID,UNISEX, DARK BLUE,21,West Centretown,Sector 22,Central,5050056,56,368840.5841,5033151.157
-8424934.18631849,5688410.52829879,4743,4554,2019,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2019/10/02 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,790,GIANT,RINCON,MOUNTAIN,UNISEX, WHITE,8,Sandy Hill,Sector 24,Central,5050050,50,368776.9019,5031809.923
